source,length_bucket,product_name,clients
sql,11_19_24_months,"Холодные 13 900,00 МУЛЬТИ 24 месяца",5
sql,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,4
sql,11_19_24_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,3
sql,11_19_24_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,3
sql,11_19_24_months,Абонемент УЛЬТРА 12+6 месяцев,3
sql,11_19_24_months,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,1
sql,11_19_24_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,1
sql,12_24_plus_months,Абонемент УЛЬТРА 24 месяца,80
sql,12_24_plus_months,Абонемент МУЛЬТИ 24 месяцев,57
sql,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев,38
sql,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев,19
sql,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,4
sql,12_24_plus_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,2
sql,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,2
sql,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,2
sql,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,1
sql,12_24_plus_months,"Холодные 13 900,00 МУЛЬТИ 24 месяца",1
