source,length_bucket,product_name,clients
csv,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,78
csv,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,4
csv,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ 12 посещений,1
csv,03_2_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,10
csv,03_2_months,Абонемент УЛЬТРА 12 месяцев,1
csv,03_2_months,Абонемент УЛЬТРА 3 месяца,1
csv,04_3_months,Абонемент УЛЬТРА 3 месяца,17
csv,04_3_months,Абонемент УЛЬТРА 12 месяцев,2
csv,04_3_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,1
csv,04_3_months,Абонемент МУЛЬТИКАРТА 12 месяцев,1
csv,04_3_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,1
csv,05_4_5_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,5
csv,05_4_5_months,Абонемент УЛЬТРА 12 месяцев,2
csv,05_4_5_months,Абонемент УЛЬТРА 3 месяца,2
csv,05_4_5_months,Абонемент УЛЬТРА 24 месяца,1
csv,05_4_5_months,Абонемент МУЛЬТИКАРТА 12 месяцев,1
csv,06_6_months,Абонемент МУЛЬТИКАРТА 12 месяцев,7
csv,06_6_months,Абонемент УЛЬТРА 12 месяцев,4
csv,06_6_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,2
csv,06_6_months,Абонемент УЛЬТРА 24 месяца,2
csv,06_6_months,Абонемент УЛЬТРА 3 месяца,1
csv,06_6_months,Абонемент УЛЬТРА 12+2 месяца в подарок,1
csv,06_6_months,Абонемент МУЛЬТИ 24 месяцев,1
csv,07_9_months,Абонемент УЛЬТРА 12 месяцев,10
csv,07_9_months,Абонемент МУЛЬТИКАРТА 12 месяцев,4
csv,07_9_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,1
csv,07_9_months,Абонемент УЛЬТРА 24 месяца,1
csv,07_9_months,Мультикарта на 9 месяцев,1
csv,07_9_months,Абонемент МУЛЬТИ 24 месяцев,1
csv,07_9_months,"Холодные 9 900,00 МУЛЬТИКАРТА 12 месяцев",1
csv,08_12_months,Абонемент УЛЬТРА 12 месяцев,1144
csv,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев,1013
csv,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,257
csv,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,239
csv,08_12_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,233
csv,08_12_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,159
csv,08_12_months,"Холодные 9 900,00 МУЛЬТИКАРТА 12 месяцев",20
csv,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,17
csv,08_12_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,12
csv,08_12_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,2
csv,08_12_months,Абонемент МУЛЬТИ 24 месяцев,1
csv,08_12_months,Абонемент УЛЬТРА 3 месяца,1
csv,09_13_15_months,Абонемент УЛЬТРА 12 месяцев,995
csv,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев,769
csv,09_13_15_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,466
csv,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,413
csv,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,155
csv,09_13_15_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,93
csv,09_13_15_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,77
csv,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,64
csv,09_13_15_months,Абонемент МУЛЬТИ 24 месяцев,1
csv,09_13_15_months,"Холодные 9 900,00 МУЛЬТИКАРТА 12 месяцев",1
csv,10_16_18_months,Абонемент УЛЬТРА 12 месяцев,570
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев,288
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,131
csv,10_16_18_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,63
csv,10_16_18_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,48
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,44
csv,10_16_18_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,20
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,8
csv,10_16_18_months,Абонемент УЛЬТРА 12+6 месяцев,7
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА+6 месяцев в подарок,6
csv,10_16_18_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,2
csv,10_16_18_months,Абонемент МУЛЬТИ 24 месяцев,1
csv,10_16_18_months,"Холодные 9 900,00 МУЛЬТИКАРТА 12 месяцев",1
csv,11_19_24_months,Абонемент МУЛЬТИ 24 месяцев,227
csv,11_19_24_months,Абонемент УЛЬТРА 12 месяцев,116
csv,11_19_24_months,Абонемент УЛЬТРА 24 месяца,112
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев,60
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,25
csv,11_19_24_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,21
csv,11_19_24_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,17
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,11
csv,11_19_24_months,"Холодные 13 900,00 МУЛЬТИ 24 месяца",8
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,7
csv,11_19_24_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,6
csv,11_19_24_months,Абонемент УЛЬТРА 12+6 месяцев,3
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА+6 месяцев в подарок,1
csv,11_19_24_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,1
csv,11_19_24_months,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,1
csv,12_24_plus_months,Абонемент МУЛЬТИ 24 месяцев,194
csv,12_24_plus_months,Абонемент УЛЬТРА 24 месяца,169
csv,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев,46
csv,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев,18
csv,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,8
csv,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,6
csv,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,3
csv,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,2
csv,12_24_plus_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,1
csv,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,1
csv,12_24_plus_months,"Холодные 13 900,00 МУЛЬТИ 24 месяца",1
sql,01_up_to_2_weeks,Абонемент Неделя Фитнес,6
sql,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,78
sql,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,4
sql,02_1_month,Абонемент в солярий на 50 минут,1
sql,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ 12 посещений,1
sql,03_2_months,Абонемент УЛЬТРА 12 месяцев,2
sql,03_2_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,2
sql,03_2_months,Абонемент УЛЬТРА 3 месяца,1
sql,04_3_months,Абонемент УЛЬТРА 3 месяца,17
sql,04_3_months,Мультикарта на 3 месяца,1
sql,04_3_months,Абонемент УЛЬТРА 24 месяца,1
sql,04_3_months,Абонемент МУЛЬТИКАРТА 12 месяцев,1
sql,04_3_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,1
sql,04_3_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,1
sql,05_4_5_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,5
sql,05_4_5_months,Абонемент УЛЬТРА 12 месяцев,4
sql,05_4_5_months,Абонемент МУЛЬТИКАРТА 12 месяцев,2
sql,05_4_5_months,Абонемент УЛЬТРА 3 месяца,2
sql,05_4_5_months,Абонемент УЛЬТРА 24 месяца,1
sql,06_6_months,Абонемент МУЛЬТИКАРТА 12 месяцев,7
sql,06_6_months,Мультикарта на 6 месяцев,6
sql,06_6_months,Абонемент УЛЬТРА 12 месяцев,5
sql,06_6_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,2
sql,06_6_months,Абонемент МУЛЬТИ 24 месяцев,1
sql,06_6_months,Абонемент УЛЬТРА 24 месяца,1
sql,06_6_months,Абонемент УЛЬТРА 12+2 месяца в подарок,1
sql,06_6_months,АБОНЕМЕНТ САЙКЛ 8 пос при наличии клубной карты,1
sql,07_9_months,Абонемент МУЛЬТИКАРТА 12 месяцев,18
sql,07_9_months,Абонемент УЛЬТРА 12 месяцев,11
sql,07_9_months,"Холодные 9 900,00 МУЛЬТИКАРТА 12 месяцев",1
sql,07_9_months,АБОНЕМЕНТ САЙКЛ 8 пос при наличии клубной карты,1
sql,07_9_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,1
sql,07_9_months,АБОНЕМЕНТ САЙКЛ 12 пос при наличии клубной карты,1
sql,07_9_months,Мультикарта на 9 месяцев,1
sql,08_12_months,Абонемент УЛЬТРА 12 месяцев,1379
sql,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев,1218
sql,08_12_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,289
sql,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,286
sql,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,240
sql,08_12_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,174
sql,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,21
sql,08_12_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,13
sql,08_12_months,"Холодные 9 900,00 МУЛЬТИКАРТА 12 месяцев",11
sql,08_12_months,АБОНЕМЕНТ САЙКЛ 12 пос при наличии клубной карты,5
sql,08_12_months,АБОНЕМЕНТ САЙКЛ 8 пос при наличии клубной карты,3
sql,08_12_months,Абонемент МУЛЬТИ 24 месяцев,1
sql,09_13_15_months,Абонемент УЛЬТРА 12 месяцев,991
sql,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев,649
sql,09_13_15_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,469
sql,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,441
sql,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,183
sql,09_13_15_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,101
sql,09_13_15_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,97
sql,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,52
sql,09_13_15_months,"Холодные 9 900,00 МУЛЬТИКАРТА 12 месяцев",1
sql,09_13_15_months,Абонемент УЛЬТРА 24 месяца,1
sql,09_13_15_months,Абонемент МУЛЬТИ 24 месяцев,1
sql,10_16_18_months,Абонемент УЛЬТРА 12 месяцев,588
sql,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев,280
sql,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,121
sql,10_16_18_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,57
sql,10_16_18_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,24
sql,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,18
sql,10_16_18_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,14
sql,10_16_18_months,Абонемент МУЛЬТИКАРТА+6 месяцев в подарок,8
sql,10_16_18_months,Абонемент УЛЬТРА 12+6 месяцев,7
sql,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,2
sql,10_16_18_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,2
sql,10_16_18_months,"Холодные 9 900,00 МУЛЬТИКАРТА 12 месяцев",1
sql,10_16_18_months,Абонемент МУЛЬТИ 24 месяцев,1
sql,10_16_18_months,Абонемент УЛЬТРА 24 месяца,1
sql,11_19_24_months,Абонемент МУЛЬТИ 24 месяцев,258
sql,11_19_24_months,Абонемент УЛЬТРА 24 месяца,181
sql,11_19_24_months,Абонемент УЛЬТРА 12 месяцев,39
sql,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев,31
sql,11_19_24_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,14
sql,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,8
sql,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,6
