source,length_bucket,product_name,clients
csv,01_up_to_2_weeks,Абонемент Неделя Фитнес,4
csv,01_up_to_2_weeks,Абонемент УЛЬТРА 3 месяца,1
csv,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,97
csv,02_1_month,"Абонемент УЛЬТРА 1 МЕСЯЦ ХОЛОДНЫЕ 990,00",14
csv,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ 12 посещений,10
csv,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,6
csv,02_1_month,Абонемент УЛЬТРА 12 месяцев,3
csv,02_1_month,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,3
csv,02_1_month,"Студенческий абонемент 4 месяца 6 900,00",1
csv,02_1_month,Абонемент МУЛЬТИКАРТА 12 месяцев,1
csv,03_2_months,"Абонемент УЛЬТРА 1 МЕСЯЦ ХОЛОДНЫЕ 990,00",14
csv,03_2_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,6
csv,03_2_months,Абонемент МУЛЬТИКАРТА 12 месяцев,2
csv,03_2_months,Абонемент УЛЬТРА 1 МЕСЯЦ 12 посещений,2
csv,03_2_months,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,2
csv,03_2_months,Абонемент УЛЬТРА 12 месяцев,1
csv,03_2_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,1
csv,03_2_months,"Студенческий абонемент 4 месяца 6 900,00",1
csv,04_3_months,Абонемент УЛЬТРА 3 месяца,23
csv,04_3_months,Абонемент МУЛЬТИКАРТА 12 месяцев,4
csv,04_3_months,Абонемент УЛЬТРА 12 месяцев,3
csv,04_3_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,1
csv,04_3_months,МУЛЬТИКАРТА 9 месяцев + 3 месяца в подарок,1
csv,04_3_months,УЛЬТРА 6 месяцев + 3 месяца в подарок,1
csv,04_3_months,Абонемент УЛЬТРА 9 месяцев,1
csv,05_4_5_months,"Студенческий абонемент 4 месяца 6 900,00",65
csv,05_4_5_months,Абонемент УЛЬТРА 12 месяцев,6
csv,05_4_5_months,Абонемент МУЛЬТИКАРТА 12 месяцев,5
csv,05_4_5_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,2
csv,05_4_5_months,Абонемент УЛЬТРА 12+2 месяца в подарок,2
csv,05_4_5_months,Абонемент УЛЬТРА 9 месяцев,2
csv,05_4_5_months,"Абонемент УЛЬТРА 1 МЕСЯЦ ХОЛОДНЫЕ 990,00",1
csv,05_4_5_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,1
csv,06_6_months,Абонемент УЛЬТРА 12 месяцев,11
csv,06_6_months,Абонемент МУЛЬТИКАРТА 12 месяцев,6
csv,06_6_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,2
csv,06_6_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,1
csv,06_6_months,Абонемент УЛЬТРА 9 месяцев,1
csv,06_6_months,"Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ (Промышленная,10)",1
csv,06_6_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,1
csv,07_9_months,Абонемент УЛЬТРА 9 месяцев,65
csv,07_9_months,Мультикарта на 9 месяцев,24
csv,07_9_months,Абонемент УЛЬТРА 12 месяцев,12
csv,07_9_months,УЛЬТРА 6 месяцев + 3 месяца в подарок,10
csv,07_9_months,Абонемент УЛЬТРА 12+2 месяца в подарок,9
csv,07_9_months,Абонемент МУЛЬТИКАРТА 12 месяцев,8
csv,07_9_months,МУЛЬТИКАРТА 6 месяцев + 3 месяца в подарок,2
csv,07_9_months,Студенческий дневной абонемент 9 месяцев,2
csv,07_9_months,"Холодные 9 900,00 УЛЬТРА 12 месяцев",2
csv,07_9_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,1
csv,07_9_months,"Студенческий абонемент 4 месяца 6 900,00",1
csv,07_9_months,"Абонемент УЛЬТРА 12 месяцев (Ровио,3)",1
csv,07_9_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,1
csv,07_9_months,Абонемент УЛЬТРА 6+6 месяцев,1
csv,07_9_months,МУЛЬТИКАРТА 9 месяцев + 3 месяца в подарок,1
csv,08_12_months,Абонемент УЛЬТРА 12 месяцев,1149
csv,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев,1091
csv,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,315
csv,08_12_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,195
csv,08_12_months,Абонемент УЛЬТРА 6+6 месяцев,160
csv,08_12_months,Абонемент МУЛЬТИ 6+6 месяцев,90
csv,08_12_months,УЛЬТРА 9 месяцев + 3 месяца в подарок,66
csv,08_12_months,МУЛЬТИКАРТА 9 месяцев + 3 месяца в подарок,30
csv,08_12_months,Абонемент УЛЬТРА 9 месяцев,21
csv,08_12_months,"Холодные 9 900,00 МУЛЬТИКАРТА 12 месяцев",16
csv,08_12_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,13
csv,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,10
csv,08_12_months,Мультикарта на 9 месяцев,8
csv,08_12_months,"Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ (Промышленная,10)",7
csv,08_12_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,5
csv,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев,1092
csv,09_13_15_months,Абонемент УЛЬТРА 12 месяцев,828
csv,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,64
csv,09_13_15_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,47
csv,09_13_15_months,Абонемент УЛЬТРА 6+6 месяцев,33
csv,09_13_15_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,29
csv,09_13_15_months,Абонемент МУЛЬТИ 6+6 месяцев,28
csv,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,21
csv,09_13_15_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,19
csv,09_13_15_months,"Абонемент УЛЬТРА 12 месяцев (Ровио,3)",13
csv,09_13_15_months,"Холодные 9 900,00 УЛЬТРА 12 месяцев",4
csv,09_13_15_months,Абонемент МУЛЬТИ 24 месяцев,3
csv,09_13_15_months,УЛЬТРА 9 месяцев + 3 месяца в подарок,3
csv,09_13_15_months,МУЛЬТИКАРТА 9 месяцев + 3 месяца в подарок,2
csv,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,2
csv,10_16_18_months,Абонемент УЛЬТРА 12 месяцев,224
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев,170
csv,10_16_18_months,Абонемент УЛЬТРА 12+6 месяцев,59
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА+6 месяцев в подарок,51
csv,10_16_18_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,37
csv,10_16_18_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,29
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,23
csv,10_16_18_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,10
csv,10_16_18_months,"Холодные 9 900,00 УЛЬТРА 12 месяцев",10
csv,10_16_18_months,"Абонемент УЛЬТРА 12 месяцев (Ровио,3)",6
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,5
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,3
csv,10_16_18_months,Абонемент УЛЬТРА 6+6 месяцев,3
csv,10_16_18_months,Абонемент МУЛЬТИ 24 месяцев,2
csv,10_16_18_months,"Холодные 9 900,00 МУЛЬТИКАРТА 12 месяцев",1
csv,11_19_24_months,Абонемент МУЛЬТИ 24 месяцев,320
csv,11_19_24_months,Абонемент УЛЬТРА 24 месяца,106
csv,11_19_24_months,Абонемент УЛЬТРА 12+6 месяцев,53
csv,11_19_24_months,Абонемент УЛЬТРА 12 месяцев,43
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев,42
csv,11_19_24_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,25
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,24
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА+6 месяцев в подарок,23
csv,11_19_24_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,21
csv,11_19_24_months,"Холодные 13 900,00 МУЛЬТИ 24 месяца",9
csv,11_19_24_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,6
csv,11_19_24_months,"Холодные 9 900,00 УЛЬТРА 12 месяцев",6
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,5
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,3
csv,11_19_24_months,"Абонемент УЛЬТРА 12 месяцев (Ровио,3)",1
csv,12_24_plus_months,Абонемент МУЛЬТИ 24 месяцев,282
csv,12_24_plus_months,Абонемент УЛЬТРА 24 месяца,188
csv,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев,21
csv,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев,10
csv,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,4
csv,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,2
csv,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,2
csv,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев+2 лета в подарок,2
csv,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,2
csv,12_24_plus_months,Абонемент УЛЬТРА 12 + 2 лета в подарок,1
csv,12_24_plus_months,"Холодные 13 900,00 МУЛЬТИ 24 месяца",1
sql,01_up_to_2_weeks,Абонемент Неделя Фитнес,4
sql,01_up_to_2_weeks,Абонемент УЛЬТРА 3 месяца,1
sql,01_up_to_2_weeks,Абонемент НЕДЕЛЯ ФИТНЕСА БЕСПЛАТНО,1
sql,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,101
sql,02_1_month,"Абонемент УЛЬТРА 1 МЕСЯЦ ХОЛОДНЫЕ 990,00",26
sql,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ 12 посещений,10
sql,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,7
sql,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ БЕСПЛАТНО,7
sql,02_1_month,Абонемент УЛЬТРА 12 месяцев,2
sql,02_1_month,Абонемент МУЛЬТИКАРТА 12 месяцев,1
