source,length_bucket,product_name,clients
csv,08_12_months,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,1
csv,09_13_15_months,Абонемент УЛЬТРА 12 месяцев,1433
csv,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев,762
csv,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,432
csv,09_13_15_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,151
csv,09_13_15_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,135
csv,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,117
csv,09_13_15_months,Абонемент УЛЬТРА 9 месяцев,1
csv,10_16_18_months,Абонемент УЛЬТРА 12 месяцев,617
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев,300
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,43
csv,10_16_18_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,38
csv,10_16_18_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,27
csv,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,13
csv,10_16_18_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,1
csv,11_19_24_months,Абонемент УЛЬТРА 12 месяцев,136
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев,53
csv,11_19_24_months,Абонемент УЛЬТРА 24 месяца,17
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,13
csv,11_19_24_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,11
csv,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,7
csv,11_19_24_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,6
csv,11_19_24_months,Абонемент МУЛЬТИ 24 месяцев,6
csv,11_19_24_months,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,1
csv,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев,72
csv,12_24_plus_months,Абонемент УЛЬТРА 24 месяца,38
csv,12_24_plus_months,Абонемент МУЛЬТИ 24 месяцев,25
csv,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев,20
csv,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,9
csv,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,8
csv,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,5
csv,12_24_plus_months,Абонемент НЕДЕЛЯ САЙТ,2
csv,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,2
sql,01_up_to_2_weeks,Абонемент НЕДЕЛЯ ДРУГ,5
sql,01_up_to_2_weeks,Абонемент НЕДЕЛЯ ФИТНЕСА БЕСПЛАТНО,2
sql,01_up_to_2_weeks,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,1
sql,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,68
sql,02_1_month,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,2
sql,02_1_month,Абонемент УЛЬТРА 12 месяцев,1
sql,02_1_month,АБОНЕМЕНТ САЙКЛ 12 пос при наличии клубной карты,1
sql,02_1_month,Абонемент в солярий на 50 минут,1
sql,04_3_months,Абонемент УЛЬТРА 3 месяца,29
sql,04_3_months,Абонемент УЛЬТРА 12 месяцев,2
sql,04_3_months,Абонемент МУЛЬТИКАРТА 12 месяцев,1
sql,04_3_months,Мультикарта на 3 месяца,1
sql,04_3_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,1
sql,04_3_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,1
sql,05_4_5_months,Абонемент УЛЬТРА 12 месяцев,7
sql,05_4_5_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,3
sql,05_4_5_months,Абонемент УЛЬТРА 24 месяца,1
sql,05_4_5_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,1
sql,06_6_months,Абонемент УЛЬТРА 12+2 месяца в подарок,12
sql,06_6_months,Абонемент УЛЬТРА 12 месяцев,4
sql,06_6_months,Абонемент МУЛЬТИКАРТА 12 месяцев,2
sql,06_6_months,Абонемент УЛЬТРА 6 месяцев СПЕЦПРЕДЛОЖЕНИЕ,1
sql,06_6_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,1
sql,07_9_months,Абонемент УЛЬТРА 9 месяцев,26
sql,07_9_months,Абонемент УЛЬТРА 9 месяцев СПЕЦПРЕДЛОЖЕНИЕ,23
sql,07_9_months,Абонемент УЛЬТРА 12 месяцев,11
sql,07_9_months,Абонемент МУЛЬТИКАРТА 12 месяцев,5
sql,07_9_months,Абонемент УЛЬТРА 12+2 месяца в подарок,1
sql,07_9_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,1
sql,07_9_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,1
sql,08_12_months,Абонемент УЛЬТРА 12 месяцев,1618
sql,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев,1098
sql,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,325
sql,08_12_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,263
sql,08_12_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,160
sql,08_12_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,92
sql,08_12_months,Абонемент УЛЬТРА 6 месяцев СПЕЦПРЕДЛОЖЕНИЕ,1
sql,08_12_months,Абонемент УЛЬТРА 3 месяца,1
sql,08_12_months,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,1
sql,09_13_15_months,Абонемент УЛЬТРА 12 месяцев,1480
sql,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев,775
sql,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,343
sql,09_13_15_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,156
sql,09_13_15_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,127
sql,09_13_15_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,110
sql,09_13_15_months,Абонемент УЛЬТРА 9 месяцев,1
sql,10_16_18_months,Абонемент УЛЬТРА 12 месяцев,588
sql,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев,279
sql,10_16_18_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,21
sql,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,13
sql,10_16_18_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,9
sql,10_16_18_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,3
sql,10_16_18_months,Абонемент УЛЬТРА 24 месяца,1
sql,10_16_18_months,Абонемент УЛЬТРА 1 МЕСЯЦ БЕЗЛИМИТ,1
sql,11_19_24_months,Абонемент УЛЬТРА 12 месяцев,47
sql,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев,28
sql,11_19_24_months,Абонемент УЛЬТРА 24 месяца,10
sql,11_19_24_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,5
sql,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,5
sql,11_19_24_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,4
sql,11_19_24_months,Абонемент МУЛЬТИ 24 месяцев,4
sql,11_19_24_months,Абонемент УЛЬТРА 1 МЕСЯЦ 8 посещений,1
sql,11_19_24_months,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,1
sql,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев,64
sql,12_24_plus_months,Абонемент УЛЬТРА 24 месяца,24
sql,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев,21
sql,12_24_plus_months,Абонемент МУЛЬТИ 24 месяцев,20
sql,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,4
sql,12_24_plus_months,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,4
sql,12_24_plus_months,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,3
sql,12_24_plus_months,Абонемент НЕДЕЛЯ ДРУГ,1
sql,12_24_plus_months,Абонемент НЕДЕЛЯ САЙТ,1
