url,clubs,live_name,source_name,source_cell,source_price,source_number_format,source_xml_value,live_prices,classification,match_basis,catalog_active_purchases,catalog_total_purchases
https://fitnes-imperiya.fitbase.io/services/update?id=31,,Аренда рекламного места,Аренда рекламного места,B43,4500,General,4500,0.0,zero,exact_name,0,5
https://fitnes-imperiya.fitbase.io/services/update?id=32,,Восстановление пластиковой карты,Восстановление пластиковой карты,B14,500,General,500,0.0,zero,exact_name,0,2
https://fitnes-imperiya.fitbase.io/services/update?id=33,,Доплата,Доплата,B15,11230,General,11230,1.0,one,exact_name,0,4
https://fitnes-imperiya.fitbase.io/services/update?id=34,,Доплата до года,Доплата до года,B16,6890,General,6890,0.0,zero,exact_name,0,5
https://fitnes-imperiya.fitbase.io/services/update?id=37,,Медленный класс (персональные тренировки),Медленный класс (персональные тренировки),B46,1300,General,1300,0.0,zero,exact_name,0,4
https://fitnes-imperiya.fitbase.io/services/update?id=38,,Перевод из клуба в клуб,Перевод из клуба в клуб,B20,2000,General,2000,0.0,zero,exact_name,0,2
https://fitnes-imperiya.fitbase.io/services/update?id=39,,Переоформление платное абонемента на фитнес,Переоформление платное абонемента на фитнес,B21,0,General,0,0.0,equal,exact_name,0,3
https://fitnes-imperiya.fitbase.io/services/update?id=40,,Подарочный сертификат на сумму 1000,Подарочный сертификат на сумму 1000,B33,1000,General,1000,0.0,zero,exact_name,0,3
https://fitnes-imperiya.fitbase.io/services/update?id=41,,Подарочный сертификат на сумму 1500,Подарочный сертификат на сумму 1500,B34,1500,General,1500,0.0,zero,exact_name,0,1
https://fitnes-imperiya.fitbase.io/services/update?id=42,,Подарочный сертификат на сумму 2000,Подарочный сертификат на сумму 2000,B35,2000,General,2000,0.0,zero,exact_name,0,3
https://fitnes-imperiya.fitbase.io/services/update?id=43,,Подарочный сертификат на сумму 3000,Подарочный сертификат на сумму 3000,B36,3000,General,3000,0.0,zero,exact_name,0,1
https://fitnes-imperiya.fitbase.io/services/update?id=44,,Подарочный сертификат на сумму 5000,Подарочный сертификат на сумму 5000,B37,5000,General,5000,0.0,zero,exact_name,0,3
https://fitnes-imperiya.fitbase.io/services/update?id=45,,Утеря валика,Утеря валика,B51,500,General,500,0.0,zero,exact_name,0,1
https://fitnes-imperiya.fitbase.io/services/update?id=46,,Утеря ключа от шкафчика,Утеря ключа от шкафчика,B47,400,General,400,0.0,zero,exact_name,0,3
https://fitnes-imperiya.fitbase.io/services/update?id=47,,Утеря магнитного ключа-метки,Утеря магнитного ключа-метки,B45,1300,General,1300,0.0,zero,exact_name,0,4
