product_ref,product_code,product_name,product_name_norm,observed_clients,observed_sale_rows,observed_subscription_rows,min_duration_days,max_duration_days,avg_duration_days,is_full_subscription_candidate,is_trial_or_guest_candidate,product_class,classification_reason,needs_manual_review
AEC5000C29D830FD11EED7EE75D6ECA8,00000001319,Абонемент УЛЬТРА 6+6 месяцев,абонемент ультра 6+6 месяцев,212,214,214,3,546,361.285046,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
B07A000C29D830FD11F0225ED693B798,00000001596,Абонемент МУЛЬТИКАРТА 12 месяцев + 3 месяца в подарок,абонемент мультикарта 12 месяцев + 3 месяца в подарок,209,212,212,30,547,403.504716,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AADDA4BF01266AD411EAA56531B2D34A,00000000303,Абонемент УЛЬТРА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,абонемент ультра 12 месяцев двойное / семейный,2040,2178,2178,1,7725,414.928833,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
B19B000C29D830FD11F0F7641633DDE0,00000001706,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ+подарок,абонемент ультра 12 месяцев спецпредложение+подарок,200,201,201,1,483,372.721393,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
B0A0000C29D830FD11F03EA6D5DF677E,00000001615,Абонемент УЛЬТРА 9 месяцев+3 месяца в подарок (Ровио),абонемент ультра 9 месяцев+3 месяца в подарок (ровио),20,20,20,363,517,377.150000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AAE1A4BF01266AD411EAD2609EC7CA97,00000000316,АБОНЕМЕНТ ДЖАМПИНГ 8 пос,абонемент джампинг 8 пос,2,2,2,28,45,36.500000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
B0C7000C29D830FD11F058D15C96A16E,00000001626,Абонемент УЛЬТРА 12+2 месяца в подарок (Ровио),абонемент ультра 12+2 месяца в подарок (ровио),2,2,2,426,427,426.500000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AF92000C29D830FD11EF74E575A715DC,00000001443,Членство детская йога,членство детская йога,2,2,2,365,365,365.000000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AFC6000C29D830FD11EF9824DEDCBC71,00000001478,УЛЬТРА 9 месяцев + 3 месяца в подарок,ультра 9 месяцев + 3 месяца в подарок,194,196,196,2,9060,403.897959,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AD44A4BF01266AD411EDCC6575DFF0DB,00000000979,Абонемент МУЛЬТИКАРТА+6 месяцев в подарок,абонемент мультикарта+6 месяцев в подарок,192,196,196,2,8886,594.770408,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
B166000C29D830FD11F0CF53AD7DF259,00000001689,Абонемент МУЛЬТИКАРТА 15 месяцев ,абонемент мультикарта 15 месяцев,19,19,19,454,456,455.210526,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AAA5A4BF01266AD311E91A3D4FBC50D7,00000000120,АБОНЕМЕНТ САЙКЛ 12 пос при наличии клубной карты,абонемент сайкл 12 пос при наличии клубной карты,19,32,32,35,365,147.000000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AEAF000C29D830FD11EEC7329602C0B7,00000001296,"Студенческий абонемент 4 месяца 6 900,00","студенческий абонемент 4 месяца 6 900,00",186,227,227,5,8782,157.365638,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AEA6000C29D830FD11EEC1CA5BF358FB,00000001293,Абонемент УЛЬТРА 1 МЕСЯЦ БЕСПЛАТНО,абонемент ультра 1 месяц бесплатно,185,189,189,28,211,32.724867,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
B20C000C29D830FD11F14B7D8E36311A,00000001741,Абонемент МУЛЬТИКАРТА 15 месяцев (рассрочка),абонемент мультикарта 15 месяцев (рассрочка),18,18,18,457,457,457.000000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AADDA4BF01266AD411EAA565276341F5,00000000302,Абонемент МУЛЬТИКАРТА 12 месяцев ДВОЙНОЕ / СЕМЕЙНЫЙ,абонемент мультикарта 12 месяцев двойное / семейный,1722,1864,1864,1,8562,378.689377,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
ABFFA4BF01266AD411EC1ADA0CBC08F3,00000000410,Абонемент УЛЬТРА 12 месяцев СПЕЦПРЕДЛОЖЕНИЕ,абонемент ультра 12 месяцев спецпредложение,1481,1555,1555,1,8761,407.835369,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
B051000C29D830FD11F003F365FABD18,00000001563,Абонемент УЛЬТРА 12 месяцев (акция 6 мес. в подарок),абонемент ультра 12 месяцев (акция 6 мес. в подарок),148,149,149,44,610,526.570469,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AFC6000C29D830FD11EF982422461983,00000001475,МУЛЬТИКАРТА 9 месяцев + 3 месяца в подарок,мультикарта 9 месяцев + 3 месяца в подарок,134,136,136,5,458,348.992647,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AD44A4BF01266AD411EDCC66079ACFF1,00000000980,Абонемент УЛЬТРА 12+6 месяцев,абонемент ультра 12+6 месяцев,133,135,135,2,790,533.511111,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AAA5A4BF01266AD311E91A3D4FBC50D6,00000000119,АБОНЕМЕНТ САЙКЛ 8 пос при наличии клубной карты,абонемент сайкл 8 пос при наличии клубной карты,13,17,17,28,365,164.470588,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AEC5000C29D830FD11EED7EE8F0A5876,00000001320,Абонемент МУЛЬТИ 6+6 месяцев,абонемент мульти 6+6 месяцев,125,125,125,2,455,369.392000,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
B055000C29D830FD11F006D674DB642B,00000001577,Абонемент УЛЬТРА 12 месяцев (акция 2 мес. в подарок),абонемент ультра 12 месяцев (акция 2 мес. в подарок),120,123,123,2,8864,465.723577,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
AAACA4BF01266AD311E94A15A0C70727,00000000140,Абонемент в солярий на 50 + 50 минут,абонемент в солярий на 50 + 50 минут,110,114,114,25,123,58.824561,1,0,full_subscription,full keyword + duration >= 30 + no trial/exclude keyword,0
