client_ref,client_id,subscription_ref,candidate_for_funnel,rank_number,auto_rank_reason,manual_override_applied,selection_status,selection_reason,candidate_count
AA9BA4BF01266AD311E8AACDADBAC0F3,000004483,AAABA4BF01266AD311E938F8E6A56D3C,reactivation,8,"end_date DESC, start_date DESC, sale_date DESC, subscription_ref DESC",0,not_selected,lower-ranked candidate,8
AA9BA4BF01266AD311E8AACDADBAC0F6,000004486,AAABA4BF01266AD311E938F5C055BC23,reactivation,1,"end_date DESC, start_date DESC, sale_date DESC, subscription_ref DESC",0,selected,top-ranked candidate,1
AA9BA4BF01266AD311E8AACDADBAC0F7,000004487,A07A2FBD7D8BADC34C9EFF0D0B6A6F52,active,1,"end_date DESC, start_date DESC, sale_date DESC, subscription_ref DESC",0,selected,top-ranked candidate,1
AA9BA4BF01266AD311E8AACDADBAC0F7,000004487,9E86947C65F16F4A4A3F20EC3DF82607,reactivation,1,"end_date DESC, start_date DESC, sale_date DESC, subscription_ref DESC",0,selected,top-ranked candidate,3
AA9BA4BF01266AD311E8AACDADBAC0F7,000004487,82E2F2E3AF346CC6434F551100531D12,reactivation,2,"end_date DESC, start_date DESC, sale_date DESC, subscription_ref DESC",0,not_selected,lower-ranked candidate,3
AA9BA4BF01266AD311E8AACDADBAC0F7,000004487,A600BC056CDB1BD149ECD4A24FF533B0,reactivation,3,"end_date DESC, start_date DESC, sale_date DESC, subscription_ref DESC",0,not_selected,lower-ranked candidate,3
AA9BA4BF01266AD311E8AACDADBAC0F9,000004489,AAABA4BF01266AD311E938F8E6A56D3D,reactivation,1,"end_date DESC, start_date DESC, sale_date DESC, subscription_ref DESC",0,selected,top-ranked candidate,1
AA9BA4BF01266AD311E8AACDADBAC0FB,000004491,AAABA4BF01266AD311E938F8E6A56D3E,reactivation,1,"end_date DESC, start_date DESC, sale_date DESC, subscription_ref DESC",0,selected,top-ranked candidate,2
AA9BA4BF01266AD311E8AACDADBAC0FB,000004491,AAABA4BF01266AD311E938F8E6A56D3F,reactivation,2,"end_date DESC, start_date DESC, sale_date DESC, subscription_ref DESC",0,not_selected,lower-ranked candidate,2
AA9BA4BF01266AD311E8AACDADBAC0FE,000004494,88863E407BB3FA3B40BA3D1CA3BA3A84,reactivation,1,"end_date DESC, start_date DESC, sale_date DESC, subscription_ref DESC",0,selected,top-ranked candidate,4
